2.732000000000000000e+03,2.264000000000000000e+03,1.335000000000000000e+03,1.370000000000000000e+02,1.070000000000000000e+02,7.900000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,1.044000000000000000e+03,2.630000000000000000e+02,1.150000000000000000e+02,7.900000000000000000e+01,5.700000000000000000e+01,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.264000000000000000e+03,6.550000000000000000e+02,1.370000000000000000e+02,1.070000000000000000e+02,1.510000000000000000e+02,5.700000000000000000e+01,3.500000000000000000e+01,5.300000000000000000e+01,5.300000000000000000e+01,7.700000000000000000e+01,2.850000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.732000000000000000e+03,1.791000000000000000e+03,1.044000000000000000e+03,2.630000000000000000e+02,4.390000000000000000e+02,2.090000000000000000e+02,7.900000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.732000000000000000e+03,2.264000000000000000e+03,6.370000000000000000e+02,2.370000000000000000e+02,1.510000000000000000e+02,1.070000000000000000e+02,7.900000000000000000e+01,5.700000000000000000e+01,3.500000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.239000000000000000e+03,1.155000000000000000e+03,1.189000000000000000e+03,5.620000000000000000e+02,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.239000000000000000e+03,6.420000000000000000e+02,4.390000000000000000e+02,7.600000000000000000e+02,5.700000000000000000e+02,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,3.090000000000000000e+02,2.630000000000000000e+02,1.150000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,1.890000000000000000e+02,3.500000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,6.420000000000000000e+02,1.150000000000000000e+02,7.900000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,1.044000000000000000e+03,4.390000000000000000e+02,2.090000000000000000e+02,1.510000000000000000e+02,2.850000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,1.044000000000000000e+03,2.630000000000000000e+02,1.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,1.044000000000000000e+03,2.630000000000000000e+02,4.390000000000000000e+02,2.090000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,4.320000000000000000e+02,8.300000000000000000e+01,5.300000000000000000e+01,7.900000000000000000e+01,5.700000000000000000e+01,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.367000000000000000e+03,1.044000000000000000e+03,4.390000000000000000e+02,1.370000000000000000e+02,1.070000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,1.330000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,3.090000000000000000e+02,2.630000000000000000e+02,4.390000000000000000e+02,7.600000000000000000e+02,5.700000000000000000e+02,4.230000000000000000e+02,1.890000000000000000e+02,3.500000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.732000000000000000e+03,8.200000000000000000e+02,3.090000000000000000e+02,4.390000000000000000e+02,1.550000000000000000e+02,1.070000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,1.890000000000000000e+02,6.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,3.090000000000000000e+02,4.390000000000000000e+02,2.090000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,4.320000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.264000000000000000e+03,6.550000000000000000e+02,1.550000000000000000e+02,7.900000000000000000e+01,5.700000000000000000e+01,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.367000000000000000e+03,1.044000000000000000e+03,4.390000000000000000e+02,1.550000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,1.330000000000000000e+02,9.700000000000000000e+01,6.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,1.044000000000000000e+03,4.390000000000000000e+02,1.550000000000000000e+02,1.070000000000000000e+02,7.900000000000000000e+01,5.700000000000000000e+01,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.732000000000000000e+03,1.791000000000000000e+03,6.420000000000000000e+02,4.390000000000000000e+02,1.550000000000000000e+02,1.070000000000000000e+02,1.510000000000000000e+02,5.700000000000000000e+01,3.500000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.239000000000000000e+03,1.155000000000000000e+03,1.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.791000000000000000e+03,1.044000000000000000e+03,2.630000000000000000e+02,4.390000000000000000e+02,7.600000000000000000e+02,5.620000000000000000e+02,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,3.090000000000000000e+02,2.630000000000000000e+02,1.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.264000000000000000e+03,6.370000000000000000e+02,2.370000000000000000e+02,1.070000000000000000e+02,1.510000000000000000e+02,5.700000000000000000e+01,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,6.420000000000000000e+02,1.150000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,1.490000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,3.090000000000000000e+02,4.390000000000000000e+02,7.600000000000000000e+02,5.620000000000000000e+02,2.850000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,3.090000000000000000e+02,2.630000000000000000e+02,1.150000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,1.890000000000000000e+02,6.700000000000000000e+01,5.300000000000000000e+01,7.900000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,1.044000000000000000e+03,2.630000000000000000e+02,4.390000000000000000e+02,1.550000000000000000e+02,1.070000000000000000e+02,7.900000000000000000e+01,4.230000000000000000e+02,1.490000000000000000e+02,9.700000000000000000e+01,6.700000000000000000e+01,5.300000000000000000e+01,7.900000000000000000e+01,4.230000000000000000e+02,4.320000000000000000e+02,8.300000000000000000e+01
